序号,订单号,订单类型,商品名称,订单日期,订单时间,起租日期,退租日期,结算日期,租金
395,NS_ZL_260110_00001,正常订单,【成人中端】雪服Awka小树/nobaday,2026-01-10,09:07:06,2026-01-10,2026-01-10,2026-01-10,150.00
396,NS_ZL_260109_00004,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-01-09,21:56:34,2026-01-10,2026-01-10,2026-01-10,160.00
397,WT_ZL_260109_00009,正常订单,普通单板套餐,2026-01-09,18:24:24,2026-01-09,2026-01-09,2026-01-09,200.00
398,WT_ZL_260109_00007,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-01-09,13:53:16,2026-01-09,2026-01-10,2026-01-10,360.00
399,WT_ZL_260109_00006,正常订单,【高级】BurtonStepOn,2026-01-09,13:40:48,2026-01-09,2026-01-09,2026-01-09,150.00
400,NS_ZL_260109_00002,正常订单,【其他】普通单板,2026-01-09,11:07:22,2026-01-09,2026-01-09,2026-01-09,120.00
401,WT_ZL_260109_00005,正常订单,【高级】BurtonStepOn,2026-01-09,10:45:26,2026-01-09,2026-01-10,2026-01-10,520.00
402,WT_ZL_260109_00004,正常订单,高级双板套餐,2026-01-09,10:43:02,2026-01-09,2026-01-11,2026-01-11,810.00
403,WT_ZL_260109_00003,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-01-09,10:10:16,2026-01-09,2026-01-11,2026-01-11,580.00
404,NS_ZL_260109_00001,正常订单,【FIS】双板,2026-01-09,09:27:33,2026-01-09,2026-01-09,2026-01-09,150.00
405,WT_ZL_260109_00002,正常订单,【其他】雪杖,2026-01-09,08:45:30,2026-01-09,2026-01-09,2026-01-09,50.00
406,WT_ZL_260109_00001,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-01-09,08:08:47,2026-01-09,2026-01-09,2026-01-09,220.00
407,NS_ZL_260108_00002,正常订单,【成人中端】雪服Awka小树/nobaday,2026-01-08,18:28:10,2026-01-08,2026-01-08,2026-01-08,150.00
408,WT_ZL_260108_00011,正常订单,StockLi,2026-01-08,16:55:36,2026-01-09,2026-01-09,2026-01-09,260.00
409,WT_ZL_260108_00010,正常订单,小乌龟套装,2026-01-08,14:00:25,2026-01-08,2026-01-08,2026-01-08,50.00
410,WT_ZL_260108_00009,正常订单,【高级】BurtonStepOn,2026-01-08,12:45:03,2026-01-08,2026-01-08,2026-01-08,260.00
411,WT_ZL_260108_00008,正常订单,中级双板套餐,2026-01-08,12:07:24,2026-01-08,2026-01-08,2026-01-08,180.00
412,WT_ZL_260108_00008,正常订单,【成人中端】雪裤Nandn/Swagli/Trake,2026-01-08,12:07:24,2026-01-08,2026-01-08,2026-01-08,60.00
413,WT_ZL_260108_00007,正常订单,【中级】全能板+青少全能,2026-01-08,11:20:58,2026-01-08,2026-01-08,2026-01-08,150.00
414,WT_ZL_260108_00006,正常订单,中级双板套餐,2026-01-08,10:10:35,2026-01-08,2026-01-08,2026-01-08,180.00
415,WT_ZL_260108_00005,正常订单,手套,2026-01-08,10:00:49,2026-01-08,2026-01-08,2026-01-08,50.00
416,WT_ZL_260108_00004,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-01-08,09:40:38,2026-01-08,2026-01-08,2026-01-08,220.00
417,WT_ZL_260108_00003,正常订单,【其他】普通单板,2026-01-08,09:32:47,2026-01-08,2026-01-08,2026-01-08,150.00
418,WT_ZL_260108_00002,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-01-08,09:25:04,2026-01-08,2026-01-08,2026-01-08,220.00
419,WT_ZL_260108_00001,正常订单,【双板鞋】全品牌,2026-01-08,09:07:34,2026-01-08,2026-01-08,2026-01-08,120.00
420,WT_ZL_260108_00001,正常订单,【其他】雪杖,2026-01-08,09:07:34,2026-01-08,2026-01-08,2026-01-08,50.00
421,QJ_ZL_260107_00001,正常订单,【中级】全能板+青少全能,2026-01-07,19:14:49,2026-01-08,2026-01-08,2026-01-08,60.00
422,QJ_ZL_260107_00001,正常订单,【单板鞋】其他,2026-01-07,19:14:49,2026-01-08,2026-01-08,2026-01-08,98.00
423,WT_ZL_260107_00009,正常订单,【单板鞋】其他,2026-01-07,17:52:58,2026-01-07,2026-01-07,2026-01-07,120.00
424,WT_ZL_260107_00007,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-01-07,16:24:27,2026-01-08,2026-01-09,2026-01-09,360.00
425,WT_ZL_260107_00006,正常订单,【其他】普通单板,2026-01-07,15:33:49,2026-01-07,2026-01-07,2026-01-07,180.00
426,NS_ZL_260107_00001,正常订单,【成人高端】雪服Phenix,2026-01-07,13:34:43,2026-01-07,2026-01-07,2026-01-07,150.00
427,WT_ZL_260107_00005,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-01-07,12:37:17,2026-01-07,2026-01-07,2026-01-29,180.00
428,WT_ZL_260107_00004,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-01-07,12:25:18,2026-01-07,2026-01-07,2026-01-07,220.00
429,WT_ZL_260107_00003,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-01-07,10:50:14,2026-01-07,2026-01-07,2026-01-07,180.00
430,WT_ZL_260107_00002,正常订单,StockLi,2026-01-07,10:00:10,2026-01-07,2026-01-07,2026-01-07,260.00
431,QJ_ZL_260106_00003,正常订单,普通单板套餐,2026-01-06,19:27:03,2026-01-06,2026-01-06,2026-01-08,100.00
432,WT_ZL_260106_00013,正常订单,【其他】普通单板,2026-01-06,13:27:33,2026-01-06,2026-01-06,2026-01-06,150.00
433,WT_ZL_260106_00012,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-01-06,13:25:30,2026-01-06,2026-01-08,2026-01-08,540.00
434,WT_ZL_260106_00011,正常订单,中级双板套餐,2026-01-06,13:18:48,2026-01-06,2026-01-06,2026-01-06,180.00
435,WT_ZL_260106_00010,正常订单,【成人中端】雪裤Nandn/Swagli/Trake,2026-01-06,13:14:00,2026-01-06,2026-01-08,2026-01-08,180.00
436,WT_ZL_260106_00009,正常订单,高级双板套餐,2026-01-06,13:08:22,2026-01-06,2026-01-06,2026-01-06,270.00
437,WT_ZL_260106_00009,正常订单,高级双板套餐,2026-01-06,13:08:22,2026-01-06,2026-01-06,2026-01-06,270.00
438,WT_ZL_260106_00008,正常订单,【中级】全能板+青少全能,2026-01-06,12:06:12,2026-01-06,2026-01-06,2026-01-06,150.00
439,WT_ZL_260106_00007,正常订单,【单板鞋】其他,2026-01-06,11:53:04,2026-01-06,2026-01-06,2026-01-06,120.00
440,WT_ZL_260106_00006,正常订单,【中级】全能板+青少全能,2026-01-06,11:45:06,2026-01-06,2026-01-06,2026-01-06,130.00
441,WT_ZL_260106_00004,正常订单,【单板鞋】其他,2026-01-06,11:28:55,2026-01-06,2026-01-06,2026-01-06,120.00
442,WT_ZL_260106_00003,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-01-06,10:14:39,2026-01-06,2026-01-06,2026-01-06,220.00
443,WT_ZL_260106_00002,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-01-06,10:06:48,2026-01-06,2026-01-06,2026-01-06,180.00
444,WT_ZL_260106_00001,正常订单,【单板鞋】其他,2026-01-06,10:03:49,2026-01-06,2026-01-06,2026-01-06,110.00
445,WT_ZL_260105_00013,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-01-05,16:10:39,2026-01-06,2026-01-06,2026-01-06,180.00
446,WT_ZL_260105_00011,正常订单,StockLi,2026-01-05,16:08:24,2026-01-06,2026-01-06,2026-01-06,260.00
447,WT_ZL_260105_00009,正常订单,【双板鞋】全品牌,2026-01-05,14:11:04,2026-01-05,2026-01-08,2026-01-08,440.00
448,WT_ZL_260105_00008,正常订单,普通单板套餐,2026-01-05,12:41:43,2026-01-05,2026-01-08,2026-01-08,800.00
449,WT_ZL_260105_00008,正常订单,头盔,2026-01-05,12:41:43,2026-01-05,2026-01-08,2026-01-08,240.00
450,WT_ZL_260105_00007,正常订单,【单板鞋】BurtonStepOn,2026-01-05,12:35:21,2026-01-05,2026-01-07,2026-01-07,450.00
451,WT_ZL_260105_00006,正常订单,【其他】普通单板,2026-01-05,12:01:21,2026-01-05,2026-01-05,2026-01-05,150.00
452,WT_ZL_260105_00005,正常订单,Nandn/Swagli/Trake雪服套装,2026-01-05,11:53:21,2026-01-05,2026-01-08,2026-01-08,400.00
453,WT_ZL_260105_00005,正常订单,头盔,2026-01-05,11:53:21,2026-01-05,2026-01-08,2026-01-08,240.00
454,WT_ZL_260105_00004,正常订单,中级双板套餐,2026-01-05,11:49:34,2026-01-05,2026-01-08,2026-01-08,720.00
455,WT_ZL_260105_00004,正常订单,雪镜,2026-01-05,11:49:34,2026-01-05,2026-01-08,2026-01-08,240.00
456,WT_ZL_260105_00003,正常订单,【其他】普通单板,2026-01-05,10:35:53,2026-01-05,2026-01-07,2026-01-07,450.00
457,WT_ZL_260105_00003,正常订单,【其他】普通单板,2026-01-05,10:35:53,2026-01-05,2026-01-07,2026-01-07,450.00
458,WT_ZL_260105_00002,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-01-05,10:28:58,2026-01-05,2026-01-06,2026-01-06,440.00
459,QJ_ZL_260104_00002,正常订单,【中级】全能板+青少全能,2026-01-04,20:23:27,2026-01-04,2026-01-07,2026-01-07,180.00
460,WT_ZL_260104_00013,正常订单,【中级】全能板+青少全能,2026-01-04,13:34:36,2026-01-04,2026-01-06,2026-01-06,390.00
461,WT_ZL_260104_00013,正常订单,【中级】全能板+青少全能,2026-01-04,13:34:36,2026-01-04,2026-01-06,2026-01-06,390.00
462,WT_ZL_260104_00012,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-01-04,13:32:06,2026-01-04,2026-01-04,2026-01-04,180.00
463,WT_ZL_260104_00011,正常订单,【中级】全能板+青少全能,2026-01-04,13:15:28,2026-01-04,2026-01-05,2026-01-06,260.00
464,WT_ZL_260104_00011,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-01-04,13:15:28,2026-01-06,2026-01-06,2026-01-06,220.00
465,WT_ZL_260104_00010,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-01-04,12:31:24,2026-01-04,2026-01-04,2026-01-04,180.00
466,WT_ZL_260104_00008,正常订单,【双板鞋】全品牌,2026-01-04,12:01:21,2026-01-04,2026-01-04,2026-01-04,120.00
467,WT_ZL_260104_00007,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-01-04,11:17:47,2026-01-04,2026-01-06,2026-01-06,580.00
468,WT_ZL_260104_00006,正常订单,【成人中端】雪裤Nandn/Swagli/Trake,2026-01-04,11:03:53,2026-01-04,2026-01-04,2026-01-04,80.00
469,WT_ZL_260104_00005,正常订单,【单板鞋】其他,2026-01-04,11:02:39,2026-01-04,2026-01-04,2026-01-04,120.00
470,WT_ZL_260104_00004,正常订单,StockLi,2026-01-04,10:54:50,2026-01-04,2026-01-05,2026-01-08,520.00
471,WT_ZL_260104_00004,正常订单,StockLi,2026-01-04,10:54:50,2026-01-04,2026-01-08,2026-01-08,1300.00
472,WT_ZL_260104_00004,正常订单,StockLi,2026-01-04,10:54:50,2026-01-04,2026-01-05,2026-01-08,520.00
473,WT_ZL_260104_00004,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-01-04,10:54:50,2026-01-04,2026-01-08,2026-01-08,900.00
474,WT_ZL_260104_00002,正常订单,【中级】全能板+青少全能,2026-01-04,09:38:53,2026-01-04,2026-01-04,2026-01-04,150.00
475,QJ_ZL_260104_00001,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-01-04,09:12:35,2026-01-06,2026-01-10,2026-01-14,750.00
476,QJ_ZL_260104_00001,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-01-04,09:12:35,2026-01-06,2026-01-11,2026-01-14,750.00
477,QJ_ZL_260104_00001,正常订单,【双板鞋】全品牌,2026-01-04,09:12:35,2026-01-05,2026-01-11,2026-01-14,250.00
478,WT_ZL_260104_00001,正常订单,【FIS】双板,2026-01-04,08:53:05,2026-01-04,2026-01-05,2026-01-05,560.00
479,WT_ZL_260103_00023,正常订单,【双板鞋】全品牌,2026-01-03,14:41:35,2026-01-03,2026-01-04,2026-01-04,220.00
480,QJ_ZL_260103_00001,正常订单,中级双板套餐,2026-01-03,14:39:16,2026-01-03,2026-01-05,2026-01-05,300.00
481,WT_ZL_260103_00022,正常订单,【其他】普通单板,2026-01-03,14:17:40,2026-01-03,2026-01-04,2026-01-04,300.00
482,WT_ZL_260103_00021,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-01-03,14:06:52,2026-01-03,2026-01-04,2026-01-04,360.00
483,NS_ZL_260103_00002,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-01-03,14:02:20,2026-01-03,2026-01-03,2026-01-03,150.00
484,WT_ZL_260103_00020,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-01-03,13:58:21,2026-01-03,2026-01-03,2026-01-03,180.00
485,WT_ZL_260103_00019,正常订单,StockLi,2026-01-03,13:51:16,2026-01-03,2026-01-03,2026-01-03,260.00
486,WT_ZL_260103_00018,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-01-03,13:45:11,2026-01-03,2026-01-03,2026-01-03,180.00
487,WT_ZL_260103_00017,正常订单,【中级】全能板+青少全能,2026-01-03,13:35:15,2026-01-03,2026-01-03,2026-01-03,130.00
488,WT_ZL_260103_00015,正常订单,雪镜,2026-01-03,13:12:24,2026-01-03,2026-01-03,2026-01-03,60.00
489,WT_ZL_260103_00014,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-01-03,11:54:06,2026-01-03,2026-01-03,2026-01-03,220.00
490,WT_ZL_260103_00012,正常订单,【双板鞋】全品牌,2026-01-03,11:23:37,2026-01-03,2026-01-03,2026-01-03,120.00
491,WT_ZL_260103_00011,正常订单,雪镜,2026-01-03,10:41:11,2026-01-03,2026-01-03,2026-01-03,70.00
492,WT_ZL_260103_00010,正常订单,【其他】雪杖,2026-01-03,10:34:22,2026-01-03,2026-01-03,2026-01-03,50.00
493,WT_ZL_260103_00009,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-01-03,10:28:51,2026-01-03,2026-01-03,2026-01-03,180.00
494,WT_ZL_260103_00008,正常订单,【双板鞋】全品牌,2026-01-03,10:19:00,2026-01-03,2026-01-03,2026-01-03,120.00
495,WT_ZL_260103_00007,正常订单,【中级】全能板+青少全能,2026-01-03,10:03:08,2026-01-03,2026-01-03,2026-01-03,150.00
496,WT_ZL_260103_00006,正常订单,【双板鞋】全品牌,2026-01-03,09:47:43,2026-01-03,2026-01-03,2026-01-03,120.00
497,WT_ZL_260103_00005,正常订单,【其他】普通单板,2026-01-03,09:38:09,2026-01-03,2026-01-04,2026-01-04,330.00
498,NS_ZL_260103_00001,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-01-03,09:21:04,2026-01-03,2026-01-03,2026-01-03,160.00
499,WT_ZL_260103_00004,正常订单,【其他】雪杖,2026-01-03,08:55:40,2026-01-03,2026-01-03,2026-01-03,50.00
500,WT_ZL_260103_00003,正常订单,手套,2026-01-03,08:52:05,2026-01-03,2026-01-03,2026-01-03,50.00
501,WT_ZL_260103_00001,正常订单,【中级】全能板+青少全能,2026-01-03,08:16:35,2026-01-03,2026-01-03,2026-01-03,150.00
502,WT_ZL_260102_00043,正常订单,头盔,2026-01-02,19:45:30,2026-01-02,2026-01-02,2026-01-02,60.00
503,WT_ZL_260102_00043,正常订单,雪镜,2026-01-02,19:45:30,2026-01-02,2026-01-02,2026-01-02,60.00
504,WT_ZL_260102_00043,正常订单,手套,2026-01-02,19:45:30,2026-01-02,2026-01-02,2026-01-02,40.00
505,WT_ZL_260102_00043,正常订单,小乌龟护臀,2026-01-02,19:45:30,2026-01-02,2026-01-02,2026-01-02,40.00
506,NS_ZL_260102_00005,正常订单,【其他】雪杖,2026-01-02,19:12:03,2026-01-02,2026-01-02,2026-01-02,30.00
507,WT_ZL_260102_00042,正常订单,【单板鞋】其他,2026-01-02,18:37:11,2026-01-02,2026-01-03,2026-01-03,220.00
508,WT_ZL_260102_00041,正常订单,Nandn/Swagli/Trake雪服套装,2026-01-02,18:21:06,2026-01-02,2026-01-03,2026-01-03,200.00
509,WT_ZL_260102_00040,正常订单,BurtonStepOn套餐,2026-01-02,18:19:47,2026-01-02,2026-01-02,2026-01-02,320.00
510,WT_ZL_260102_00039,正常订单,雪镜,2026-01-02,18:18:15,2026-01-02,2026-01-02,2026-01-02,60.00
511,WT_ZL_260102_00038,正常订单,【成人中端】雪裤Nandn/Swagli/Trake,2026-01-02,17:44:38,2026-01-02,2026-01-02,2026-01-02,60.00
512,NS_ZL_260102_00004,正常订单,【单板鞋】其他,2026-01-02,16:26:42,2026-01-02,2026-01-02,2026-01-02,140.00
513,WT_ZL_260102_00036,正常订单,雪镜,2026-01-02,15:19:16,2026-01-02,2026-01-02,2026-01-02,60.00
514,WT_ZL_260102_00035,正常订单,【中级】全能板+青少全能,2026-01-02,14:38:24,2026-01-02,2026-01-02,2026-01-02,130.00
515,WT_ZL_260102_00035,正常订单,【中级】全能板+青少全能,2026-01-02,14:38:24,2026-01-02,2026-01-02,2026-01-02,130.00
516,WT_ZL_260102_00034,正常订单,【中级】全能板+青少全能,2026-01-02,14:29:54,2026-01-02,2026-01-02,2026-01-02,130.00
517,WT_ZL_260102_00033,正常订单,StockLi,2026-01-02,14:26:41,2026-01-02,2026-01-02,2026-01-02,260.00
518,WT_ZL_260102_00032,正常订单,【成人中端】雪裤Nandn/Swagli/Trake,2026-01-02,14:13:43,2026-01-02,2026-01-02,2026-01-02,60.00
519,NS_ZL_260102_00003,正常订单,【FIS】双板,2026-01-02,13:33:44,2026-01-02,2026-01-02,2026-01-02,150.00
520,NS_ZL_260102_00003,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-01-02,13:33:44,2026-01-02,2026-01-02,2026-01-02,150.00
521,WT_ZL_260102_00031,正常订单,【成人中端】雪裤Nandn/Swagli/Trake,2026-01-02,13:27:29,2026-01-02,2026-01-03,2026-01-03,120.00
522,WT_ZL_260102_00030,正常订单,高级双板套餐,2026-01-02,12:53:53,2026-01-02,2026-01-02,2026-01-02,300.00
523,WT_ZL_260102_00029,正常订单,【其他】普通单板,2026-01-02,12:23:42,2026-01-02,2026-01-02,2026-01-02,180.00
524,WT_ZL_260102_00028,正常订单,中级双板套餐,2026-01-02,12:05:33,2026-01-02,2026-01-02,2026-01-02,200.00
525,WT_ZL_260102_00027,正常订单,【中级】全能板+青少全能,2026-01-02,11:56:34,2026-01-02,2026-01-02,2026-01-02,130.00
526,WT_ZL_260102_00026,正常订单,【其他】普通单板,2026-01-02,11:47:10,2026-01-02,2026-01-02,2026-01-02,180.00
527,WT_ZL_260102_00025,正常订单,【双板鞋】全品牌,2026-01-02,11:43:22,2026-01-02,2026-01-03,2026-01-03,230.00
528,NS_ZL_260102_00002,正常订单,【双板鞋】全品牌,2026-01-02,11:38:40,2026-01-02,2026-01-02,2026-01-02,150.00
529,WT_ZL_260102_00024,正常订单,【其他】普通单板,2026-01-02,11:29:45,2026-01-02,2026-01-03,2026-01-03,300.00
530,WT_ZL_260102_00024,正常订单,【其他】普通单板,2026-01-02,11:29:45,2026-01-02,2026-01-03,2026-01-03,300.00
531,WT_ZL_260102_00021,正常订单,中级双板套餐,2026-01-02,10:58:25,2026-01-02,2026-01-03,2026-01-03,380.00
532,WT_ZL_260102_00020,正常订单,【其他】普通单板,2026-01-02,10:52:45,2026-01-02,2026-01-02,2026-01-02,150.00
533,WT_ZL_260102_00019,正常订单,【中级】全能板+青少全能,2026-01-02,10:34:15,2026-01-02,2026-01-02,2026-01-02,150.00
534,WT_ZL_260102_00018,正常订单,【中级】全能板+青少全能,2026-01-02,10:32:55,2026-01-02,2026-01-02,2026-01-02,150.00
535,NS_ZL_260102_00001,正常订单,【单板鞋】其他,2026-01-02,10:27:57,2026-01-02,2026-01-02,2026-01-02,70.00
536,WT_ZL_260102_00017,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-01-02,10:08:33,2026-01-02,2026-01-02,2026-01-02,180.00
537,WT_ZL_260102_00017,正常订单,【中级】全能板+青少全能,2026-01-02,10:08:33,2026-01-02,2026-01-02,2026-01-02,130.00
538,WT_ZL_260102_00017,正常订单,【中级】全能板+青少全能,2026-01-02,10:08:33,2026-01-02,2026-01-02,2026-01-02,130.00
539,WT_ZL_260102_00016,正常订单,【其他】普通单板,2026-01-02,09:57:48,2026-01-02,2026-01-02,2026-01-02,180.00
540,WT_ZL_260102_00015,正常订单,【单板鞋】BurtonStepOn,2026-01-02,09:52:23,2026-01-02,2026-01-02,2026-01-02,180.00
541,WT_ZL_260102_00014,正常订单,头盔,2026-01-02,09:47:55,2026-01-02,2026-01-02,2026-01-02,70.00
542,WT_ZL_260102_00013,正常订单,【高级】BurtonStepOn,2026-01-02,09:44:27,2026-01-02,2026-01-03,2026-01-03,520.00
543,WT_ZL_260102_00012,正常订单,中级双板套餐,2026-01-02,09:35:14,2026-01-02,2026-01-02,2026-01-02,180.00
544,WT_ZL_260102_00011,正常订单,中级双板套餐,2026-01-02,09:16:17,2026-01-02,2026-01-03,2026-01-03,360.00
545,WT_ZL_260102_00011,正常订单,中级双板套餐,2026-01-02,09:16:17,2026-01-02,2026-01-03,2026-01-03,360.00
546,WT_ZL_260102_00011,正常订单,中级双板套餐,2026-01-02,09:16:17,2026-01-02,2026-01-03,2026-01-03,360.00
547,WT_ZL_260102_00010,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-01-02,09:12:39,2026-01-02,2026-01-03,2026-01-03,360.00
548,WT_ZL_260102_00009,正常订单,【其他】雪杖,2026-01-02,09:05:23,2026-01-02,2026-01-03,2026-01-03,80.00
549,WT_ZL_260102_00008,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-01-02,09:03:19,2026-01-02,2026-01-03,2026-01-03,360.00
550,WT_ZL_260102_00008,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-01-02,09:03:19,2026-01-02,2026-01-03,2026-01-03,360.00
551,WT_ZL_260102_00007,正常订单,手套,2026-01-02,08:56:03,2026-01-02,2026-01-02,2026-01-02,50.00
552,WT_ZL_260102_00006,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-01-02,08:54:01,2026-01-02,2026-01-03,2026-01-03,400.00
553,WT_ZL_260102_00005,正常订单,雪镜,2026-01-02,08:53:51,2026-01-02,2026-01-02,2026-01-02,70.00
554,WT_ZL_260102_00004,正常订单,中级双板套餐,2026-01-02,08:51:07,2026-01-02,2026-01-02,2026-01-02,200.00
555,WT_ZL_260102_00004,正常订单,【中级】全能板+青少全能,2026-01-02,08:51:07,2026-01-02,2026-01-02,2026-01-02,150.00
556,WT_ZL_260102_00003,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-01-02,08:38:12,2026-01-02,2026-01-02,2026-01-02,180.00
557,WT_ZL_260102_00002,正常订单,中级双板套餐,2026-01-02,08:31:05,2026-01-02,2026-01-02,2026-01-02,200.00
558,WT_ZL_260102_00002,正常订单,高级双板套餐,2026-01-02,08:31:05,2026-01-02,2026-01-02,2026-01-02,300.00
559,WT_ZL_260102_00001,正常订单,头盔,2026-01-02,08:12:19,2026-01-02,2026-01-02,2026-01-02,70.00
560,WT_ZL_260102_00001,正常订单,【成人中端】雪服Awka小树/nobaday,2026-01-02,08:12:19,2026-01-02,2026-01-02,2026-01-02,100.00
561,WT_ZL_260101_00043,正常订单,【其他】普通单板,2026-01-01,20:24:16,2026-01-01,2026-01-01,2026-01-01,150.00
562,QJ_ZL_260101_00006,正常订单,【中级】全能板+青少全能,2026-01-01,19:28:40,2026-01-02,2026-01-03,2026-01-03,120.00
563,WT_ZL_260101_00042,正常订单,【其他】普通单板,2026-01-01,19:19:29,2026-01-01,2026-01-01,2026-01-02,150.00
564,WT_ZL_260101_00041,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-01-01,19:13:11,2026-01-01,2026-01-02,2026-01-02,360.00
565,QJ_ZL_260101_00004,正常订单,中级双板套餐,2026-01-01,19:04:13,2026-01-01,2026-01-02,2026-01-02,145.00
566,WT_ZL_260101_00040,正常订单,头盔,2026-01-01,18:56:23,2026-01-01,2026-01-01,2026-01-01,60.00
567,WT_ZL_260101_00039,正常订单,【其他】普通单板,2026-01-01,18:40:20,2026-01-01,2026-01-01,2026-01-01,150.00
568,WT_ZL_260101_00038,正常订单,【成人中端】雪裤Nandn/Swagli/Trake,2026-01-01,18:31:54,2026-01-01,2026-01-01,2026-01-01,60.00
569,WT_ZL_260101_00037,正常订单,【其他】普通单板,2026-01-01,18:07:19,2026-01-01,2026-01-01,2026-01-01,150.00
570,WT_ZL_260101_00037,正常订单,【其他】普通单板,2026-01-01,18:07:19,2026-01-01,2026-01-01,2026-01-01,150.00
571,WT_ZL_260101_00036,正常订单,【其他】雪杖,2026-01-01,18:02:04,2026-01-01,2026-01-01,2026-01-01,40.00
572,NS_ZL_260101_00006,正常订单,【单板鞋】其他,2026-01-01,17:19:58,2026-01-01,2026-01-01,2026-01-01,140.00
573,NS_ZL_260101_00005,正常订单,小乌龟护臀,2026-01-01,16:38:40,2026-01-01,2026-01-01,2026-01-01,50.00
574,WT_ZL_260101_00034,正常订单,【成人中端】雪裤Awka小树/nobaday,2026-01-01,15:27:33,2026-01-01,2026-01-01,2026-01-01,80.00
575,NS_ZL_260101_00004,正常订单,【其他】普通单板,2026-01-01,15:08:46,2026-01-01,2026-01-01,2026-01-01,150.00
576,NS_ZL_260101_00003,正常订单,【儿童】雪服,2026-01-01,15:08:05,2026-01-01,2026-01-01,2026-01-01,150.00
577,NS_ZL_260101_00003,正常订单,【儿童】雪服,2026-01-01,15:08:05,2026-01-01,2026-01-01,2026-01-01,150.00
578,WT_ZL_260101_00033,正常订单,【其他】普通单板,2026-01-01,14:42:39,2026-01-01,2026-01-01,2026-01-01,150.00
579,NS_ZL_260101_00002,正常订单,【FIS】双板,2026-01-01,14:21:00,2026-01-01,2026-01-01,2026-01-01,150.00
580,NS_ZL_260101_00002,正常订单,【其他】普通单板,2026-01-01,14:21:00,2026-01-01,2026-01-01,2026-01-01,150.00
581,WT_ZL_260101_00032,正常订单,【中级】全能板+青少全能,2026-01-01,14:10:38,2026-01-01,2026-01-02,2026-01-02,260.00
582,WT_ZL_260101_00031,正常订单,头盔,2026-01-01,14:08:29,2026-01-01,2026-01-04,2026-01-04,240.00
583,WT_ZL_260101_00030,正常订单,小乌龟套装,2026-01-01,13:36:32,2026-01-01,2026-01-01,2026-01-01,50.00
584,WT_ZL_260101_00029,正常订单,【双板鞋】全品牌,2026-01-01,13:12:35,2026-01-01,2026-01-01,2026-01-01,110.00
585,WT_ZL_260101_00028,正常订单,【成人中端】雪裤Nandn/Swagli/Trake,2026-01-01,13:03:46,2026-01-01,2026-01-01,2026-01-01,60.00
586,WT_ZL_260101_00027,正常订单,【成人中端】雪裤Awka小树/nobaday,2026-01-01,12:49:45,2026-01-01,2026-01-02,2026-01-02,160.00
587,WT_ZL_260101_00026,正常订单,高级双板套餐,2026-01-01,12:28:26,2026-01-01,2026-01-01,2026-01-01,200.00
588,WT_ZL_260101_00025,正常订单,【中级】全能板+青少全能,2026-01-01,12:28:18,2026-01-01,2026-01-01,2026-01-01,150.00
589,WT_ZL_260101_00024,正常订单,【双板鞋】全品牌,2026-01-01,12:23:19,2026-01-01,2026-01-02,2026-01-02,220.00
590,NS_ZL_260101_00001,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-01-01,12:20:42,2026-01-01,2026-01-01,2026-01-01,150.00
591,WT_ZL_260101_00023,正常订单,中级双板套餐,2026-01-01,12:04:28,2026-01-01,2026-01-03,2026-01-04,540.00
