序号,订单号,订单类型,商品名称,订单日期,订单时间,起租日期,退租日期,结算日期,租金
202,WT_ZL_251114_00004,正常订单,Nandn/Swagli/Trake雪服套装,2025-11-14,12:45:31,2025-11-14,2025-11-14,2025-11-14,120.00
203,WT_ZL_251114_00002,正常订单,【双板鞋】全品牌,2025-11-14,09:18:44,2025-11-14,2025-11-14,2025-11-14,120.00
204,WT_ZL_251114_00001,临时订单,--,2025-11-14,08:28:25,2025-11-14,2025-11-14,2025-11-14,220.00
205,WT_ZL_251112_00006,正常订单,手套,2025-11-12,18:10:23,2025-11-12,2025-11-17,2025-11-17,120.00
206,WT_ZL_251112_00005,正常订单,小乌龟护臀,2025-11-12,14:37:54,2025-11-12,2025-11-12,2025-11-12,40.00
207,WT_ZL_251112_00003,正常订单,高级双板套餐,2025-11-12,09:31:39,2025-11-12,2025-11-12,2025-11-12,270.00
208,WT_ZL_251112_00003,正常订单,高级双板套餐,2025-11-12,09:31:39,2025-11-12,2025-11-12,2025-11-12,270.00
209,WT_ZL_251112_00003,正常订单,头盔,2025-11-12,09:31:39,2025-11-12,2025-11-12,2025-11-12,60.00
210,WT_ZL_251112_00003,正常订单,雪镜,2025-11-12,09:31:39,2025-11-12,2025-11-12,2025-11-12,60.00
211,WT_ZL_251112_00002,临时订单,--,2025-11-12,09:26:25,2025-11-12,2025-11-12,2025-11-13,360.00
212,WT_ZL_251111_00003,临时订单,--,2025-11-11,12:26:54,2025-11-11,2025-11-11,2025-11-11,180.00
213,WT_ZL_251111_00002,正常订单,高级双板套餐,2025-11-11,10:56:54,2025-11-11,2025-11-12,2025-11-12,540.00
214,WT_ZL_251111_00001,正常订单,【单板鞋】其他,2025-11-11,09:57:21,2025-11-11,2025-11-11,2025-11-11,120.00
215,WT_ZL_251110_00002,临时订单,--,2025-11-10,17:59:18,2025-11-10,2025-11-10,2025-11-12,360.00
216,WT_ZL_251110_00001,正常订单,【单板鞋】其他,2025-11-10,11:26:18,2025-11-10,2025-11-10,2025-11-10,120.00
217,WT_ZL_251109_00008,正常订单,小乌龟护臀,2025-11-09,15:53:45,2025-11-09,2025-11-09,2025-11-14,50.00
218,WT_ZL_251109_00004,临时订单,--,2025-11-09,09:49:45,2025-11-09,2025-11-09,2025-11-09,180.00
219,WT_ZL_251109_00003,正常订单,【单板鞋】其他,2025-11-09,08:58:06,2025-11-09,2025-11-09,2025-11-09,120.00
220,WT_ZL_251109_00002,正常订单,【单板鞋】其他,2025-11-09,08:52:01,2025-11-09,2025-11-09,2025-11-09,120.00
221,WT_ZL_251109_00001,临时订单,--,2025-11-09,08:36:55,2025-11-09,2025-11-09,2025-11-09,50.00
222,WT_ZL_251108_00027,临时订单,--,2025-11-08,19:15:13,2025-11-08,2025-11-08,2025-11-08,180.00
223,WT_ZL_251108_00026,正常订单,小乌龟套装,2025-11-08,18:32:41,2025-11-08,2025-11-08,2025-11-08,50.00
224,WT_ZL_251108_00025,正常订单,小乌龟套装,2025-11-08,18:31:34,2025-11-08,2025-11-08,2025-11-08,50.00
225,WT_ZL_251108_00025,正常订单,【品牌】手套,2025-11-08,18:31:34,2025-11-08,2025-11-08,2025-11-08,40.00
226,WT_ZL_251108_00024,正常订单,【双板鞋】全品牌,2025-11-08,17:40:25,2025-11-08,2025-11-08,2025-11-08,110.00
227,WT_ZL_251108_00023,正常订单,Phenix雪服套装,2025-11-08,15:01:10,2025-11-08,2025-11-08,2025-11-08,260.00
228,WT_ZL_251108_00023,正常订单,雪镜,2025-11-08,15:01:10,2025-11-08,2025-11-08,2025-11-08,60.00
229,WT_ZL_251108_00019,正常订单,头盔,2025-11-08,13:53:40,2025-11-08,2025-11-09,2025-11-09,120.00
230,WT_ZL_251108_00018,正常订单,中级双板套餐,2025-11-08,13:46:55,2025-11-08,2025-11-09,2025-11-09,360.00
231,WT_ZL_251108_00018,正常订单,【双板鞋】全品牌,2025-11-08,13:46:55,2025-11-08,2025-11-09,2025-11-09,220.00
232,WT_ZL_251108_00017,正常订单,【中级】全能板+青少全能,2025-11-08,13:12:31,2025-11-08,2025-11-10,2025-11-10,390.00
233,WT_ZL_251108_00017,正常订单,【中级】全能板+青少全能,2025-11-08,13:12:31,2025-11-08,2025-11-10,2025-11-10,390.00
234,WT_ZL_251108_00017,正常订单,【中级】全能板+青少全能,2025-11-08,13:12:31,2025-11-08,2025-11-10,2025-11-10,390.00
235,WT_ZL_251108_00016,临时订单,--,2025-11-08,13:01:58,2025-11-08,2025-11-08,2025-11-09,720.00
236,WT_ZL_251108_00014,正常订单,小乌龟套装,2025-11-08,12:03:26,2025-11-08,2025-11-08,2025-11-08,60.00
237,WT_ZL_251108_00011,正常订单,【成人中端】雪裤Awka小树/nobaday,2025-11-08,10:41:00,2025-11-08,2025-11-09,2025-11-09,160.00
238,WT_ZL_251108_00010,临时订单,--,2025-11-08,10:29:31,2025-11-08,2025-11-08,2025-11-08,220.00
239,WT_ZL_251108_00009,正常订单,BurtonStepOn套餐,2025-11-08,10:25:43,2025-11-08,2025-11-09,2025-11-09,640.00
240,WT_ZL_251108_00007,正常订单,雪镜,2025-11-08,10:11:13,2025-11-08,2025-11-08,2025-11-08,70.00
241,WT_ZL_251108_00006,临时订单,--,2025-11-08,09:55:33,2025-11-08,2025-11-08,2025-11-08,300.00
242,WT_ZL_251108_00005,正常订单,BurtonStepOn套餐,2025-11-08,08:49:48,2025-11-08,2025-11-08,2025-11-08,320.00
243,WT_ZL_251108_00005,正常订单,中级双板套餐,2025-11-08,08:49:48,2025-11-08,2025-11-08,2025-11-08,180.00
244,WT_ZL_251108_00004,正常订单,【双板鞋】全品牌,2025-11-08,08:22:45,2025-11-08,2025-11-08,2025-11-08,120.00
245,WT_ZL_251108_00002,临时订单,--,2025-11-08,07:59:11,2025-11-08,2025-11-08,2025-11-08,180.00
246,WT_ZL_251108_00001,正常订单,【单板鞋】其他,2025-11-08,07:50:53,2025-11-08,2025-11-08,2025-11-08,120.00
247,QJ_ZL_251107_00001,正常订单,【高级】民用高级+青少竞技+公园野雪,2025-11-07,22:13:45,2025-11-08,2025-11-08,2025-11-08,220.00
248,WT_ZL_251107_00004,正常订单,【双板鞋】全品牌,2025-11-07,14:51:57,2025-11-07,2025-11-08,2025-11-08,220.00
249,WT_ZL_251107_00003,临时订单,--,2025-11-07,10:03:30,2025-11-07,2025-11-07,2025-11-07,220.00
250,WT_ZL_251107_00002,正常订单,Awka小树/nobaday雪服套装,2025-11-07,09:47:18,2025-11-07,2025-11-07,2025-11-07,180.00
251,WT_ZL_251107_00002,正常订单,Awka小树/nobaday雪服套装,2025-11-07,09:47:18,2025-11-07,2025-11-07,2025-11-07,180.00
252,QJ_ZL_251106_00001,临时订单,--,2025-11-06,18:29:10,2025-11-06,2025-11-06,2025-11-08,720.00
253,WT_ZL_251106_00010,临时订单,--,2025-11-06,12:48:51,2025-11-06,2025-11-06,2025-11-09,1440.00
254,WT_ZL_251106_00009,临时订单,--,2025-11-06,12:41:12,2025-11-06,2025-11-06,2025-11-06,300.00
255,WT_ZL_251106_00006,临时订单,--,2025-11-06,10:01:34,2025-11-06,2025-11-06,2025-11-06,180.00
256,WT_ZL_251106_00005,临时订单,--,2025-11-06,09:55:23,2025-11-06,2025-11-06,2025-11-06,220.00
257,WT_ZL_251106_00004,临时订单,--,2025-11-06,08:38:55,2025-11-06,2025-11-06,2025-11-06,50.00
258,WT_ZL_251105_00009,正常订单,【单板鞋】其他,2025-11-05,20:04:16,2025-11-06,2025-11-06,2025-11-06,110.00
259,WT_ZL_251105_00008,临时订单,--,2025-11-05,18:31:15,2025-11-05,2025-11-05,2025-11-06,110.00
260,WT_ZL_251105_00007,正常订单,小乌龟套装,2025-11-05,18:01:28,2025-11-05,2025-11-06,2025-11-06,100.00
261,WT_ZL_251105_00006,正常订单,内穿护膝,2025-11-05,10:14:13,2025-11-05,2025-11-05,2025-11-05,40.00
262,WT_ZL_251105_00004,临时订单,--,2025-11-05,09:41:05,2025-11-05,2025-11-05,2025-11-05,180.00
263,WT_ZL_251104_00009,临时订单,--,2025-11-04,14:41:53,2025-11-04,2025-11-04,2025-11-07,320.00
264,WT_ZL_251104_00008,正常订单,小乌龟套装,2025-11-04,12:23:16,2025-11-04,2025-11-04,2025-11-04,60.00
265,WT_ZL_251104_00007,临时订单,--,2025-11-04,11:22:58,2025-11-04,2025-11-04,2025-11-04,50.00
266,WT_ZL_251104_00006,正常订单,中级双板套餐,2025-11-04,10:47:14,2025-11-04,2025-11-07,2025-11-07,720.00
267,WT_ZL_251104_00004,正常订单,Awka小树/nobaday雪服套装,2025-11-04,10:25:41,2025-11-04,2025-11-04,2025-11-04,180.00
268,WT_ZL_251104_00004,正常订单,雪镜,2025-11-04,10:25:41,2025-11-04,2025-11-04,2025-11-04,70.00
269,WT_ZL_251104_00002,正常订单,普通单板套餐,2025-11-04,09:44:15,2025-11-04,2025-11-04,2025-11-04,230.00
270,WT_ZL_251104_00001,临时订单,--,2025-11-04,07:54:16,2025-11-04,2025-11-04,2025-11-04,220.00
271,WT_ZL_251102_00018,临时订单,--,2025-11-02,17:40:29,2025-11-02,2025-11-02,2025-11-02,100.00
272,WT_ZL_251102_00017,临时订单,--,2025-11-02,13:22:17,2025-11-02,2025-11-02,2025-11-02,120.00
273,WT_ZL_251102_00014,临时订单,--,2025-11-02,11:55:06,2025-11-02,2025-11-02,2025-11-02,180.00
274,WT_ZL_251102_00013,临时订单,--,2025-11-02,11:44:00,2025-11-02,2025-11-02,2025-11-02,50.00
275,WT_ZL_251102_00012,临时订单,--,2025-11-02,10:51:44,2025-11-02,2025-11-02,2025-11-03,520.00
276,WT_ZL_251102_00011,临时订单,--,2025-11-02,09:51:22,2025-11-02,2025-11-02,2025-11-02,120.00
277,WT_ZL_251102_00010,临时订单,--,2025-11-02,09:36:15,2025-11-02,2025-11-02,2025-11-02,120.00
278,WT_ZL_251102_00009,临时订单,--,2025-11-02,09:32:02,2025-11-02,2025-11-02,2025-11-02,220.00
279,WT_ZL_251102_00008,临时订单,--,2025-11-02,09:10:09,2025-11-02,2025-11-02,2025-11-03,100.00
280,WT_ZL_251102_00007,临时订单,--,2025-11-02,09:10:05,2025-11-02,2025-11-02,2025-11-02,180.00
281,WT_ZL_251102_00006,临时订单,--,2025-11-02,09:00:39,2025-11-02,2025-11-02,2025-11-02,80.00
282,WT_ZL_251102_00005,临时订单,--,2025-11-02,08:35:46,2025-11-02,2025-11-02,2025-11-02,150.00
283,WT_ZL_251102_00003,正常订单,雪镜,2025-11-02,08:28:31,2025-11-02,2025-11-02,2025-11-02,60.00
284,WT_ZL_251102_00002,正常订单,【成人中端】Awka小树/nobaday,2025-11-02,08:13:42,2025-11-02,2025-11-02,2025-11-02,180.00
285,WT_ZL_251102_00002,正常订单,雪镜,2025-11-02,08:13:42,2025-11-02,2025-11-02,2025-11-02,70.00
286,QJ_ZL_251101_00001,临时订单,--,2025-11-01,21:54:35,2025-11-01,2025-11-01,2025-11-02,30.00
287,WT_ZL_251101_00024,临时订单,--,2025-11-01,19:53:04,2025-11-01,2025-11-01,2025-11-01,50.00
288,WT_ZL_251101_00023,临时订单,--,2025-11-01,19:33:59,2025-11-01,2025-11-01,2025-11-01,100.00
289,WT_ZL_251101_00022,临时订单,--,2025-11-01,18:55:32,2025-11-01,2025-11-01,2025-11-01,200.00
290,WT_ZL_251101_00020,临时订单,--,2025-11-01,18:51:12,2025-11-01,2025-11-01,2025-11-02,100.00
291,WT_ZL_251101_00019,临时订单,--,2025-11-01,18:43:01,2025-11-01,2025-11-01,2025-11-01,180.00
292,WT_ZL_251101_00018,临时订单,--,2025-11-01,18:21:08,2025-11-01,2025-11-01,2025-11-02,600.00
293,WT_ZL_251101_00013,临时订单,--,2025-11-01,14:15:17,2025-11-01,2025-11-01,2025-11-02,520.00
294,WT_ZL_251101_00010,临时订单,--,2025-11-01,13:08:01,2025-11-01,2025-11-01,2025-11-01,180.00
295,WT_ZL_251101_00009,临时订单,--,2025-11-01,12:04:44,2025-11-01,2025-11-01,2025-11-01,120.00
296,WT_ZL_251101_00008,临时订单,--,2025-11-01,12:00:33,2025-11-01,2025-11-01,2025-11-01,180.00
297,WT_ZL_251101_00007,临时订单,--,2025-11-01,10:46:28,2025-11-01,2025-11-01,2025-11-02,600.00
298,WT_ZL_251101_00006,临时订单,--,2025-11-01,10:43:00,2025-11-01,2025-11-01,2025-11-01,120.00
299,WT_ZL_251101_00005,临时订单,--,2025-11-01,09:59:35,2025-11-01,2025-11-01,2025-11-02,240.00
300,WT_ZL_251101_00004,临时订单,--,2025-11-01,09:48:40,2025-11-01,2025-11-01,2025-11-01,60.00
301,WT_ZL_251101_00002,临时订单,--,2025-11-01,09:30:14,2025-11-01,2025-11-01,2025-11-01,270.00
302,WT_ZL_251101_00001,临时订单,--,2025-11-01,08:53:35,2025-11-01,2025-11-01,2025-11-01,140.00
303,WT_ZL_251031_00025,临时订单,--,2025-10-31,18:37:44,2025-10-31,2025-10-31,2025-10-31,180.00
304,WT_ZL_251031_00018,临时订单,--,2025-10-31,13:11:01,2025-10-31,2025-10-31,2025-10-31,60.00
305,WT_ZL_251031_00017,临时订单,--,2025-10-31,12:48:58,2025-10-31,2025-10-31,2025-11-02,540.00
306,WT_ZL_251031_00002,临时订单,--,2025-10-31,10:53:27,2025-10-31,2025-10-31,2025-10-31,470.00
307,WT_ZL_251031_00001,临时订单,--,2025-10-31,10:33:38,2025-10-31,2025-10-31,2025-10-31,120.00
308,WT_ZL_251030_00013,临时订单,--,2025-10-30,18:20:58,2025-10-30,2025-10-30,2025-10-31,180.00
309,WT_ZL_251030_00010,临时订单,--,2025-10-30,17:57:21,2025-10-30,2025-10-30,2025-10-31,220.00
310,WT_ZL_251030_00004,临时订单,--,2025-10-30,09:23:51,2025-10-30,2025-10-30,2025-10-30,220.00
311,WT_ZL_251030_00001,临时订单,--,2025-10-30,08:08:43,2025-10-30,2025-10-30,2025-10-30,100.00
312,WT_ZL_251029_00004,临时订单,--,2025-10-29,17:58:16,2025-10-29,2025-10-29,2025-10-30,50.00
313,WT_ZL_251029_00003,临时订单,--,2025-10-29,09:28:52,2025-10-29,2025-10-29,2025-10-31,1120.00
314,WT_ZL_251029_00002,临时订单,--,2025-10-29,08:29:50,2025-10-29,2025-10-29,2025-10-29,70.00
315,WT_ZL_251029_00001,临时订单,--,2025-10-29,08:07:49,2025-10-29,2025-10-29,2025-10-29,100.00
316,WT_ZL_251028_00012,临时订单,--,2025-10-28,18:31:36,2025-10-28,2025-10-28,2025-10-29,50.00
317,WT_ZL_251028_00011,临时订单,--,2025-10-28,15:30:25,2025-10-28,2025-10-28,2025-10-31,1720.00
318,WT_ZL_251028_00010,临时订单,--,2025-10-28,12:50:46,2025-10-28,2025-10-28,2025-10-28,80.00
319,WT_ZL_251028_00009,临时订单,--,2025-10-28,12:38:17,2025-10-28,2025-10-28,2025-10-28,180.00
320,WT_ZL_251028_00002,临时订单,--,2025-10-28,09:41:37,2025-10-28,2025-10-28,2025-10-28,580.00
321,WT_ZL_251027_00008,临时订单,--,2025-10-27,14:21:29,2025-10-27,2025-10-27,2025-10-28,480.00
322,WT_ZL_251027_00006,临时订单,--,2025-10-27,13:59:02,2025-10-27,2025-10-27,2025-10-28,120.00
323,WT_ZL_251027_00005,临时订单,--,2025-10-27,10:06:05,2025-10-27,2025-10-27,2025-10-27,60.00
324,WT_ZL_251027_00004,临时订单,--,2025-10-27,09:54:55,2025-10-27,2025-10-27,2025-10-27,180.00
325,WT_ZL_251027_00003,临时订单,--,2025-10-27,09:06:09,2025-10-27,2025-10-27,2025-10-27,70.00
326,WT_ZL_251027_00002,临时订单,--,2025-10-27,09:03:43,2025-10-27,2025-10-27,2025-10-27,120.00
327,WT_ZL_251027_00001,临时订单,--,2025-10-27,08:52:04,2025-10-27,2025-10-27,2025-10-27,120.00
328,WT_ZL_251026_00021,临时订单,--,2025-10-26,18:29:03,2025-10-26,2025-10-26,2025-11-05,4240.00
329,WT_ZL_251026_00010,临时订单,--,2025-10-26,15:52:00,2025-10-26,2025-10-26,2025-10-26,120.00
330,WT_ZL_251026_00007,临时订单,--,2025-10-26,12:03:01,2025-10-26,2025-10-26,2025-10-26,50.00
331,WT_ZL_251026_00006,临时订单,--,2025-10-26,11:46:08,2025-10-26,2025-10-26,2025-10-26,400.00
332,WT_ZL_251026_00005,临时订单,--,2025-10-26,11:38:11,2025-10-26,2025-10-26,2025-10-26,300.00
333,WT_ZL_251026_00003,临时订单,--,2025-10-26,10:18:53,2025-10-26,2025-10-26,2025-10-26,120.00
334,WT_ZL_251026_00002,临时订单,--,2025-10-26,10:14:59,2025-10-26,2025-10-26,2025-10-26,290.00
335,WT_ZL_251026_00001,临时订单,--,2025-10-26,08:18:19,2025-10-26,2025-10-26,2025-10-26,130.00
336,WT_ZL_251025_00025,临时订单,--,2025-10-25,21:58:53,2025-10-25,2025-10-25,2025-10-28,80.00
337,WT_ZL_251025_00024,临时订单,--,2025-10-25,20:37:15,2025-10-25,2025-10-25,2025-10-26,120.00
338,WT_ZL_251025_00023,临时订单,--,2025-10-25,19:18:42,2025-10-25,2025-10-25,2025-10-25,100.00
339,WT_ZL_251025_00022,临时订单,--,2025-10-25,18:36:39,2025-10-25,2025-10-25,2025-10-25,180.00
340,WT_ZL_251025_00021,临时订单,--,2025-10-25,17:51:31,2025-10-25,2025-10-25,2025-10-25,180.00
341,WT_ZL_251025_00020,临时订单,--,2025-10-25,17:33:13,2025-10-25,2025-10-25,2025-10-25,100.00
342,WT_ZL_251025_00018,临时订单,--,2025-10-25,17:05:11,2025-10-25,2025-10-25,2025-10-26,360.00
343,WT_ZL_251025_00017,临时订单,--,2025-10-25,12:47:46,2025-10-25,2025-10-25,2025-10-25,120.00
344,WT_ZL_251025_00016,临时订单,--,2025-10-25,12:46:30,2025-10-25,2025-10-25,2025-10-25,120.00
345,WT_ZL_251025_00015,临时订单,--,2025-10-25,12:20:08,2025-10-25,2025-10-25,2025-10-26,640.00
346,WT_ZL_251025_00014,临时订单,--,2025-10-25,12:08:37,2025-10-25,2025-10-25,2025-10-25,120.00
347,WT_ZL_251025_00013,临时订单,--,2025-10-25,11:54:40,2025-10-25,2025-10-25,2025-10-25,50.00
348,WT_ZL_251025_00011,临时订单,--,2025-10-25,10:55:16,2025-10-25,2025-10-25,2025-10-25,110.00
349,WT_ZL_251025_00010,临时订单,--,2025-10-25,10:15:33,2025-10-25,2025-10-25,2025-10-25,200.00
350,WT_ZL_251025_00009,临时订单,--,2025-10-25,10:14:15,2025-10-25,2025-10-25,2025-10-26,100.00
351,WT_ZL_251025_00008,临时订单,--,2025-10-25,10:08:36,2025-10-25,2025-10-25,2025-10-26,900.00
352,WT_ZL_251025_00007,临时订单,--,2025-10-25,09:59:24,2025-10-25,2025-10-25,2025-10-25,230.00
353,WT_ZL_251025_00006,临时订单,--,2025-10-25,09:58:44,2025-10-25,2025-10-25,2025-10-26,440.00
354,WT_ZL_251025_00005,临时订单,--,2025-10-25,09:27:40,2025-10-25,2025-10-25,2025-10-25,180.00
355,WT_ZL_251025_00003,临时订单,--,2025-10-25,08:40:05,2025-10-25,2025-10-25,2025-10-25,260.00
356,WT_ZL_251025_00002,临时订单,--,2025-10-25,08:21:52,2025-10-25,2025-10-25,2025-10-26,240.00
357,WT_ZL_251025_00001,临时订单,--,2025-10-25,08:07:02,2025-10-25,2025-10-25,2025-10-25,120.00
358,WT_ZL_251024_00008,临时订单,--,2025-10-24,18:31:32,2025-10-24,2025-10-24,2025-10-25,200.00
359,WT_ZL_251024_00007,临时订单,--,2025-10-24,12:47:22,2025-10-24,2025-10-24,2025-10-24,50.00
360,WT_ZL_251024_00005,临时订单,--,2025-10-24,11:17:04,2025-10-24,2025-10-24,2025-10-24,150.00
361,WT_ZL_251024_00003,临时订单,--,2025-10-24,10:55:15,2025-10-24,2025-10-24,2025-10-25,1500.00
362,WT_ZL_251024_00001,临时订单,--,2025-10-24,10:00:27,2025-10-24,2025-10-24,2025-10-24,50.00
363,WT_ZL_251023_00006,临时订单,--,2025-10-23,12:14:02,2025-10-23,2025-10-23,2025-10-23,40.00
364,WT_ZL_251023_00005,临时订单,--,2025-10-23,10:21:57,2025-10-23,2025-10-23,2025-10-23,260.00
365,WT_ZL_251023_00004,临时订单,--,2025-10-23,10:13:17,2025-10-23,2025-10-23,2025-10-23,50.00
366,WT_ZL_251023_00003,临时订单,--,2025-10-23,09:46:29,2025-10-23,2025-10-23,2025-10-23,170.00
367,WT_ZL_251023_00002,临时订单,--,2025-10-23,08:58:43,2025-10-23,2025-10-23,2025-10-25,960.00
368,WT_ZL_251023_00001,临时订单,--,2025-10-23,08:42:59,2025-10-23,2025-10-23,2025-10-23,50.00
369,WT_ZL_251022_00011,临时订单,--,2025-10-22,19:02:25,2025-10-22,2025-10-22,2025-10-22,50.00
370,WT_ZL_251022_00010,临时订单,--,2025-10-22,18:54:05,2025-10-22,2025-10-22,2025-10-23,50.00
371,WT_ZL_251022_00003,临时订单,--,2025-10-22,11:25:30,2025-10-22,2025-10-22,2025-10-22,120.00
372,WT_ZL_251021_00001,临时订单,--,2025-10-21,09:48:07,2025-10-21,2025-10-21,2025-10-21,50.00
